"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.137531277956441 0.643144396832213 0.127146683633327 0.0418554856441915 0.189614846603945 0.647535385098308 0.39413266745396 0.296631605597213 0.285090432502329 0.414495746605098
"2" 0.600714601576328 0.950493610929698 0.506315430160612 0.215024666162208 0.996975934365764 0.883176133735105 0.1088336922694 0.986565340077505 0.327136737061664 0.601913416059688
"3" 0.493034900631756 0.841653961455449 0.839405754581094 0.922487562755123 0.54437382845208 0.809514185413718 0.432929459027946 0.482417345279828 0.602839217055589 0.42707567056641
"4" 0.135237313807011 0.72891433397308 0.787826239829883 0.889271559426561 0.65254592616111 0.122982289642096 0.0818425994366407 0.0341624163556844 0.300756256561726 0.0395668030250818
"5" 0.544066632632166 0.276577290846035 0.688208370003849 0.949332555988804 0.742008818080649 0.509084625635296 0.255761686479673 0.57332668825984 0.177966941846535 0.0126864730846137
"6" 0.0452955942600965 0.512443298939615 0.45427186624147 0.652635088423267 0.289321810705587 0.510529559571296 0.495359290624037 0.776226878864691 0.0741347011644393 0.891387230716646
"7" 0.0299132724758238 0.693412061780691 0.479773337254301 0.0739941764622927 0.0494632362388074 0.751439120154828 0.661009788280353 0.361119548324496 0.707509103929624 0.665621624095365
"8" 0.319311594124883 0.551757134264335 0.832554904511198 0.243993205018342 0.609791837865487 0.393118852749467 0.248922938713804 0.107875742716715 0.467101173242554 0.793340376578271
"9" 0.0376435846555978 0.965282479068264 0.0782866068184376 0.222991741029546 0.0580729322973639 0.64599974011071 0.341215063119307 0.0464126921724528 0.449026222340763 0.768023668322712
"10" 0.859208944253623 0.913355088559911 0.513794505037367 0.188208588631824 0.346802255604416 0.891802011057734 0.419858552981168 0.234180505154654 0.226293562911451 0.62097817286849
"11" 0.846304462756962 0.986884497338906 0.332311282865703 0.770542062120512 0.401025497354567 0.32766794716008 0.466938726836815 0.673563883872703 0.761849770322442 0.113103781826794
"12" 0.115520556457341 0.536090127192438 0.669799264054745 0.143822807585821 0.14113963698037 0.306606139056385 0.329652362503111 0.192714061355218 0.241401813458651 0.00869682081975043
"13" 0.120582781266421 0.46929227700457 0.463347136275843 0.683660267153755 0.731599755119532 0.50153802940622 0.681802748469636 0.804114747792482 0.457616794388741 0.731895970180631
"14" 0.333324549952522 0.187839744612575 0.472457839176059 0.377789067104459 0.599397734738886 0.447585351532325 0.97136965347454 0.120712124044076 0.224937841296196 0.620126355206594
"15" 0.40613329783082 0.485851964913309 0.391979597508907 0.414535060757771 0.213900272268802 0.694222838385031 0.164811852388084 0.310010951943696 0.919754645321518 0.183999663451687
"16" 0.0323527790606022 0.963355042040348 0.928471675375476 0.791099742054939 0.985361032420769 0.41341960686259 0.370401363354176 0.731641123769805 0.516078143613413 0.93080465705134
"17" 0.831130471080542 0.810023280093446 0.779175745556131 0.320151083171368 0.147859484888613 0.646576609229669 0.211255215108395 0.605414420366287 0.786665547639132 0.86090281046927
"18" 0.585957229835913 0.878912327578291 0.25882961275056 0.645809946348891 0.214817589148879 0.586456728167832 0.506158302305266 0.748555239289999 0.199378326535225 0.664139600237831
"19" 0.851943657267839 0.821942236507311 0.03021978167817 0.99834769172594 0.0440777076873928 0.290040015941486 0.83492298796773 0.111386993899941 0.58155891764909 0.491287684533745
"20" 0.167869925498962 0.157153686042875 0.625757455360144 0.167903359979391 0.166750775184482 0.722013779217377 0.155681564239785 0.617869172478095 0.9599742165301 0.683973939158022
"21" 0.814735275926068 0.629049906972796 0.299121607095003 0.969646936981007 0.497694018296897 0.862054905621335 0.0474688031245023 0.913155655609444 0.86752907349728 0.463753242976964
"22" 0.11856065900065 0.483340945094824 0.510966181987897 0.438179679680616 0.000384569400921464 0.982717911945656 0.575265197316185 0.186631148913875 0.124816898722202 0.748703492805362
"23" 0.755043785087764 0.765654471004382 0.215921898605302 0.677288361592218 0.177918886998668 0.177536084782332 0.664162117056549 0.505493999226019 0.0323691207449883 0.0139611398335546
"24" 0.0562967001460493 0.69678521156311 0.867835641140118 0.895038897870108 0.677638997556642 0.961026615230367 0.0621369949076325 0.0768848701845855 0.787140741245821 0.0193709663581103
"25" 0.406878926791251 0.94272904866375 0.722438713768497 0.502272815210745 0.445299617946148 0.974125943379477 0.44827366550453 0.920814965618774 0.714433495653793 0.0485299814026803
"26" 0.371884388383478 0.068747898330912 0.983342035673559 0.493943313369527 0.405857019126415 0.799721567193046 0.408484635874629 0.704781949520111 0.475393545813859 0.0123486793600023
"27" 0.402233596891165 0.219927774975076 0.793673933017999 0.664243272738531 0.265627778833732 0.133643025998026 0.456801736261696 0.862972929142416 0.920913835521787 0.210402748081833
"28" 0.634250133996829 0.429695440689102 0.704528518952429 0.582604451104999 0.806468475144356 0.611816519172862 0.202204021159559 0.331703590461984 0.846378940623254 0.619861984625459
"29" 0.869242925196886 0.0593298119492829 0.984986237017438 0.796503481920809 0.993690163129941 0.445759078720585 0.15951583860442 0.737844839924946 0.832264837110415 0.202213341370225
"30" 0.504903621505946 0.526256445562467 0.222684871405363 0.725258940597996 0.562548982445151 0.447319033555686 0.716199046000838 0.669750180561095 0.460089578526095 0.753148790914565
"31" 0.323877078015357 0.88829926494509 0.49085922841914 0.308415623148903 0.289265480823815 0.531985356938094 0.749706588918343 0.198181143263355 0.757603251142427 0.49925400596112
"32" 0.0811246319208294 0.435938980430365 0.879725142382085 0.55258674826473 0.0216444043908268 0.287564381258562 0.303437604801729 0.622108416864648 0.106082464335486 0.643649442819878
"33" 0.0614057087805122 0.934915677178651 0.94746727286838 0.927608784055337 0.972173088230193 0.266703237779438 0.747206343570724 0.628577405121177 0.619414166314527 0.871364095015451
"34" 0.604728718288243 0.250691543566063 0.0880206127185374 0.127618909347802 0.660984953166917 0.898907402763143 0.736789997201413 0.0149993593804538 0.361274656839669 0.785195728763938
"35" 0.238289072876796 0.384014775976539 0.289811791619286 0.991795856505632 0.982814382761717 0.694857767550275 0.485462872544304 0.555466066347435 0.0252394219860435 0.85006081382744
"36" 0.0083338983822614 0.656952170422301 0.0589230821933597 0.799512569559738 0.917035703547299 0.670986174372956 0.269128971733153 0.00783372833393514 0.616343101486564 0.272350657731295
"37" 0.759320359909907 0.0295325459446758 0.0155883526895195 0.552792544476688 0.337927632033825 0.609949349192902 0.886218063998967 0.46864557871595 0.731954835820943 0.673360338201746
"38" 0.742240230785683 0.405702315736562 0.700190472183749 0.965892485110089 0.0510936137288809 0.892749403370544 0.0251629755366594 0.420134620042518 0.63553337729536 0.258330295793712
"39" 0.77911838516593 0.526337727671489 0.812528368551284 0.779516083886847 0.521045322297141 0.781336290063336 0.445601021172479 0.368215511552989 0.613416111562401 0.634054796537384
"40" 0.921667952788994 0.00299861701205373 0.125047730980441 0.921158585930243 0.878935513319448 0.163029559189454 0.15889482665807 0.839240947272629 0.861100934678689 0.761845414759591
"41" 0.350019017932937 0.294846490956843 0.540414425078779 0.0914650030899793 0.217081793118268 0.0542990523390472 0.520363853545859 0.845067776972428 0.12206816743128 0.925538746174425
"42" 0.17327821883373 0.881054274505004 0.778551626950502 0.195433035725728 0.774475146085024 0.331380147254094 0.766095040133223 0.171065316302702 0.00268904305994511 0.820402931887656
"43" 0.540465330472216 0.441032887902111 0.358472409890965 0.737502485048026 0.497827886603773 0.281055466970429 0.226937985979021 0.141555627807975 0.0705228245351464 0.15596058848314
"44" 0.637389803072438 0.070607865229249 0.751045393990353 0.576263428898528 0.249469553353265 0.190109212184325 0.966875753365457 0.267712783068419 0.376452603843063 0.603117471095175
"45" 0.466545976232737 0.588538410840556 0.973636109381914 0.0353007719386369 0.293990798527375 0.131661453749985 0.271660562604666 0.235783411888406 0.962178336223587 0.0426906796637923
"46" 0.530766794458032 0.177956260275096 0.973160292254761 0.634132380131632 0.544690708164126 0.522621154552326 0.483159332768992 0.475423858966678 0.361857670824975 0.570806090952829
"47" 0.506820330163464 0.672589475987479 0.743937064427882 0.665480463765562 0.838811416877434 0.389445550506935 0.353686427697539 0.419709805399179 0.727626302745193 0.57451317505911
"48" 0.169829494319856 0.95680243219249 0.518553227884695 0.557008185423911 0.930687564890832 0.226640493841842 0.69735866994597 0.000587058253586292 0.0193092501722276 0.832341581583023
"49" 0.0737834987230599 0.976169099099934 0.254567611729726 0.464648558292538 0.145007782848552 0.068344933912158 0.826600273139775 0.665747824823484 0.962741465307772 0.342624670127407
"50" 0.519421539269388 0.313943420303985 0.331194723490626 0.335546851623803 0.202940199291334 0.503507299581543 0.0602910912130028 0.672349012689665 0.539073501015082 0.76518142153509
"51" 0.711879494367167 0.4496851102449 0.417682143626735 0.808901380049065 0.534352650865912 0.527593864826486 0.419129431480542 0.353781629819423 0.300077574094757 0.308279017452151
"52" 0.382362066535279 0.678674515569583 0.683537799632177 0.436414333991706 0.343921739608049 0.0239988763350993 0.0119037316180766 0.0440205621998757 0.331004086183384 0.73419954162091
"53" 0.449263549642637 0.185170840471983 0.449423898244277 0.303292016964406 0.321928348857909 0.198291656794026 0.066944807767868 0.447112353285775 0.772521183826029 0.768053601961583
"54" 0.944051358150318 0.952592810150236 0.565916878171265 0.354963304009289 0.22369970777072 0.633055137237534 0.600327284773812 0.457758662756532 0.468547681346536 0.0951005916576833
"55" 0.121719271643087 0.134123185416684 0.0620758782606572 0.882688410812989 0.775058266706765 0.711418014485389 0.762697279220447 0.219804575899616 0.860617444850504 0.686309374170378
"56" 0.895937222521752 0.932486722245812 0.674137072870508 0.454748346935958 0.41005845903419 0.301660563098267 0.135118823964149 0.833605687599629 0.683795037912205 0.0717537964228541
"57" 0.0191690328065306 0.0896690404042602 0.522713926853612 0.0116693899035454 0.897684065625072 0.565937056904659 0.396494155516848 0.304368338780478 0.39660180802457 0.494509173091501
"58" 0.87401531310752 0.893185048364103 0.111292191315442 0.324603240005672 0.422021441860124 0.35935021028854 0.291767693124712 0.552439345046878 0.888060030527413 0.957793444162235
"59" 0.736317864852026 0.774570402922109 0.962577677797526 0.0373044731095433 0.14570352435112 0.584719574544579 0.648941096616909 0.767599820625037 0.466034855227917 0.334309357684106
"60" 0.120282574091107 0.752368192421272 0.698760353494436 0.727105593075976 0.29935100954026 0.915941769722849 0.293792544631287 0.388498270418495 0.657108452403918 0.311440482269973
"61" 0.396616815123707 0.470071231247857 0.67570772767067 0.666695266962051 0.597345238551497 0.820692497771233 0.0152822295203805 0.410607995698228 0.265533623052761 0.0710629834793508
"62" 0.488944114651531 0.0664129708893597 0.925897397566587 0.476322914240882 0.676484891911969 0.0246240152046084 0.75622497824952 0.0245811499189585 0.610739876981825 0.493739110417664
"63" 0.355138680199161 0.487974882824346 0.579814259894192 0.549925084225833 0.221991881262511 0.877365316031501 0.339330813381821 0.230004550656304 0.408380644395947 0.771604201290756
"64" 0.710553114302456 0.0747859533876181 0.80652835406363 0.918728129239753 0.359731719596311 0.0782127666752785 0.103384737158194 0.752338246675208 0.396722984500229 0.310978836379945
