"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.554281474789605,0.371319869300351,0.0166766135953367,0.796336871339008,0.79329523537308,0.363991466816515,0.71239509456791,0.396823516115546,0.444317830028012,0.852825223468244
"2",0.579257283126935,0.105867717182264,0.78315641824156,0.600868766196072,0.18830702197738,0.168160195928067,0.300557446200401,0.82399912388064,0.463886490324512,0.487097025848925
"3",0.585498214000836,0.990025195060298,0.36110331909731,0.903713091975078,0.125156408641487,0.896919348277152,0.126121345674619,0.96609372808598,0.659082584548742,0.33292420534417
"4",0.44827870442532,0.720967221073806,0.339956744806841,0.382937603630126,0.580988026689738,0.73347598942928,0.562260952778161,0.273906711721793,0.278683322714642,0.206211948301643
"5",0.595892962068319,0.86113455472514,0.975171781377867,0.438532578526065,0.49824577011168,0.282807973679155,0.848959742346779,0.869610244175419,0.674094458576292,0.384571101283655
"6",0.637654302408919,0.704720150446519,0.456488619325683,0.949013737728819,0.520518899895251,0.8970687976107,0.509741557994857,0.142444306518883,0.570841127075255,0.736044235061854
"7",0.77408004924655,0.269131889333948,0.919603247893974,0.0408989922143519,0.170673141954467,0.695602491497993,0.163035448407754,0.863607093458995,0.242508278461173,0.386948216240853
"8",0.192430934170261,0.304780133534223,0.396835470339283,0.0815109389368445,0.790738694602624,0.0015108734369278,0.454045310849324,0.382985456380993,0.734135831007734,0.510596719803289
"9",0.0180137872230262,0.151147205149755,0.773158809635788,0.64776282501407,0.152081489795819,0.545291969785467,0.72389459121041,0.444457128178328,0.790083552943543,0.347410972230136
"10",0.497096762992442,0.526330327149481,0.343886117683724,0.497576241614297,0.512478769989684,0.534078565659001,0.43255045148544,0.509116224013269,0.760221433825791,0.914700822904706
"11",0.352365611353889,0.759463828755543,0.0516555705107749,0.306352206505835,0.607917885761708,0.746696395101026,0.091816246509552,0.0447964239865541,0.124725352507085,0.235338598722592
"12",0.00166902155615389,0.262814941816032,0.0937560952734202,0.132692233426496,0.794099670834839,0.0344182869885117,0.833367512561381,0.518727058079094,0.465392264071852,0.559819886693731
"13",0.382048978470266,0.452014109818265,0.0692152618430555,0.608128233347088,0.5541875094641,0.145273572765291,0.120400651590899,0.582859131274745,0.913623196305707,0.601528466213495
"14",0.970101250335574,0.172480074223131,0.791649433551356,0.559176463400945,0.707025706069544,0.884467482334003,0.782307462999597,0.31559477862902,0.266327855410054,0.461533304536715
"15",0.20631627459079,0.0895858441945165,0.3307211084757,0.245252463268116,0.491257867077366,0.271073925076053,0.269487277371809,0.350980096263811,0.700299706310034,0.642987246625125
